outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
case,MAR 2022,202213,50-64,all_types,"9,456","16,833,128",89,"175,807","4,272","14,915,165","5,178","6,258,819.05",56.17494265,50.6236953,28.64198955,82.73126222,2.888460737,1.472743154,1.63423989,1.109657095,,,,,,,,,1
case,MAR 2022,202213,65+,all_types,"8,497","19,712,573",138,"325,768","2,787","10,201,163","3,829","2,925,296.85",43.10446942,42.36143513,27.32041435,130.892699,4.791021736,3.036638677,3.089902374,1.017540347,,,,,,,,,1
case,MAR 2022,202213,all_ages,Janssen,807,"1,996,405",6,"26,780",680,"2,500,857","9,007","9,184,115.9",40.42265973,22.40477969,27.19067904,98.07149755,3.606805752,2.426151525,4.377257841,1.804198046,39.25860671,18.52947472,27.80301769,104.7570983,2.668385535,5.653538476,3.767831946,2.118711259,1
case,MAR 2022,202213,all_ages,Moderna,"7,407","16,427,853",100,"221,352","2,684","10,398,464","9,007","9,184,115.9",45.08805868,45.17691279,25.81150447,98.07149755,3.79952659,2.175110227,2.170832213,0.998033196,47.00008354,49.91298568,25.80632925,104.7570983,2.22887047,2.098794469,4.059356806,0.941640395,1
case,MAR 2022,202213,all_ages,Pfizer,"9,722","18,082,006",120,"247,654","3,688","12,193,852","9,007","9,184,115.9",53.76615847,48.45469889,30.24474957,98.07149755,3.242595788,1.824037654,2.023983221,1.109617017,54.46117156,48.41864101,30.18399416,104.7570983,1.923519,2.163569569,3.470617498,1.124797607,1
case,MAR 2022,202213,all_ages,all_types,"17,953","36,545,701",227,"501,575","7,059","25,116,328","9,007","9,184,115.9",49.12479309,45.25743907,28.10522303,98.07149755,3.489440289,1.996374771,2.166969665,1.085452339,50.19737803,46.84508735,28.037589,104.7570983,2.086903786,2.236245126,3.736309077,1.0715612,1
case,APR 2022,202214,50-64,all_types,"13,092","16,905,600",149,"187,504","5,591","14,848,807","6,545","6,235,676.05",77.44179444,79.46497141,37.65285656,104.960552,2.787585367,1.355347622,1.320840492,0.974540015,,,,,,,,,1
case,APR 2022,202214,65+,all_types,"12,120","19,738,429",284,"358,355","3,356","10,152,777","4,619","2,901,265.85",61.40306303,79.25102203,33.05499569,159.2063685,4.81640869,2.592808251,2.00888726,0.774792065,,,,,,,,,1
case,APR 2022,202214,all_ages,Janssen,978,"2,005,589",5,"28,043",812,"2,492,399","11,164","9,136,941.9",48.76372976,17.82976144,32.57905335,122.1853014,3.750425161,2.505659473,6.852884815,2.734962547,47.75682459,18.28411199,33.30000041,129.7689784,2.717286577,7.097362918,3.89696627,2.611930217,1
case,APR 2022,202214,all_ages,Moderna,"10,264","16,468,469",184,"240,209","3,460","10,349,128","11,164","9,136,941.9",62.3251621,76.59996087,33.43276844,122.1853014,3.654657006,1.960448995,1.595109188,0.81364483,64.56480199,76.51536241,33.42379887,129.7689784,2.009902832,1.695985934,3.882532291,0.843814888,1
case,APR 2022,202214,all_ages,Pfizer,"13,950","18,130,535",244,"271,711","4,668","12,136,994","11,164","9,136,941.9",76.94202074,89.80129623,38.46092369,122.1853014,3.176868616,1.588017838,1.36061846,0.856803008,77.87038822,91.38223438,37.9966816,129.7689784,1.666474014,1.420067908,3.415271359,0.852139245,1
case,APR 2022,202214,all_ages,all_types,"25,212","36,644,029",433,"545,859","8,947","25,001,584","11,164","9,136,941.9",68.80247802,79.32451421,35.78573262,122.1853014,3.414357971,1.775885185,1.540322089,0.867354546,70.10674606,79.36712521,35.55010098,129.7689784,1.851019847,1.63504698,3.650312511,0.88332223,1
case,APR 2022,202215,50-64,all_types,"17,794","16,900,157",304,"294,338","7,398","14,768,505","8,279","6,210,876.05",105.2889627,103.2826207,50.09308661,133.2984258,2.661014419,1.266024684,1.290618159,1.019425747,,,,,,,,,1
case,APR 2022,202215,65+,all_types,"16,496","19,582,254",525,"628,343","4,520","10,060,913","5,971","2,876,304.85",84.23953647,83.55309123,44.92634018,207.5927383,4.620735574,2.464314822,2.484560837,1.008215677,,,,,,,,,1
case,APR 2022,202215,all_ages,Janssen,"1,310","2,006,555",21,"38,717","1,105","2,482,806","14,250","9,087,180.9",65.28602505,54.23973965,44.50609512,156.8143097,3.523434471,2.401958299,2.891133157,1.203656682,62.95381837,52.61717743,44.88135222,167.2757001,2.65711762,3.179108197,3.727064622,1.196449932,1
case,APR 2022,202215,all_ages,Moderna,"14,017","16,388,519",351,"417,989","4,639","10,268,794","14,250","9,087,180.9",85.52938798,83.9735017,45.17570418,156.8143097,3.471208973,1.8334553,1.867426111,1.018528301,88.26535165,90.37780299,45.15443301,167.2757001,1.895145682,1.850849374,3.704524427,0.976626436,1
case,APR 2022,202215,all_ages,Pfizer,"18,919","18,048,035",455,"459,824","6,161","12,054,845","14,250","9,087,180.9",104.8258162,98.95090295,51.10808144,156.8143097,3.068287936,1.49595124,1.58476886,1.059372003,106.0191415,103.377722,50.74931741,167.2757001,1.577787725,1.618102013,3.29611724,1.025551148,1
case,APR 2022,202215,all_ages,all_types,"34,290","36,482,411",829,"922,681","11,918","24,829,418","14,250","9,087,180.9",93.9904986,89.84687015,47.99951413,156.8143097,3.266997855,1.668405978,1.745350833,1.046118785,95.66235597,94.25964689,47.73016064,167.2757001,1.748605273,1.774626848,3.504612133,1.014881332,1
case,APR 2022,202216,50-64,all_types,"20,489","16,697,099",632,"617,717","8,811","14,679,637","9,949","6,188,944.05",122.709939,102.3122239,60.02192016,160.754402,2.678261569,1.31003571,1.571214034,1.199367332,,,,,,,,,1
case,APR 2022,202216,65+,all_types,"20,768","18,824,433","1,282","1,590,239","5,846","9,916,483","7,319","2,852,653.85",110.3247041,80.61681294,58.95235236,256.5681076,4.352126715,2.325572589,3.182563268,1.368507387,,,,,,,,,1
case,APR 2022,202216,all_ages,Janssen,"1,632","1,987,253",43,"71,380","1,346","2,471,245","17,268","9,041,597.9",82.12341358,60.24096386,54.46647338,190.983941,3.506449549,2.325572364,3.170333421,1.363248665,80.59703262,60.57705398,55.8592801,204.5732146,2.538222661,3.377074341,3.662295938,1.330487822,1
case,APR 2022,202216,all_ages,Moderna,"16,975","15,940,165",815,"1,019,579","5,528","10,157,082","17,268","9,041,597.9",106.4919968,79.93495355,54.42507996,190.983941,3.509116407,1.793411212,2.389241909,1.332233173,108.3142251,88.15695024,54.40782143,204.5732146,1.888701272,2.320556848,3.759996435,1.228652134,1
case,APR 2022,202216,all_ages,Pfizer,"22,612","17,555,996","1,055","1,109,428","7,759","11,945,033","17,268","9,041,597.9",128.7993003,95.09404847,64.95586911,190.983941,2.940210695,1.482802629,2.008369021,1.354441233,129.287333,100.2291489,64.93430238,204.5732146,1.582314446,2.04105509,3.150464502,1.289917497,1
case,APR 2022,202216,all_ages,all_types,"41,257","35,521,532","1,914","2,207,956","14,657","24,596,120","17,268","9,041,597.9",116.1464545,86.68651006,59.59069967,190.983941,3.204928656,1.644337245,2.203156418,1.339844624,117.0457568,92.39018674,59.53277103,204.5732146,1.747805476,2.21423099,3.436312657,1.266863516,1
case,APR 2022,202217,50-64,all_types,"26,452","16,471,058","1,212","960,685","11,137","14,593,655","12,421","6,167,566.05",160.5968481,126.1599796,76.31398714,201.3922494,2.638995247,1.254023673,1.596324365,1.272961906,,,,,,,,,1
case,APR 2022,202217,65+,all_types,"25,520","18,022,054","2,361","2,592,190","7,015","9,778,273","9,235","2,831,730",141.6042811,91.08128648,71.74068468,326.1257253,4.54589647,2.303078147,3.580600778,1.55470225,,,,,,,,,1
case,APR 2022,202217,all_ages,Janssen,"2,033","1,966,062",71,"105,661","1,679","2,459,906","21,656","8,999,296.05",103.4046739,67.1960326,68.25464062,240.6410444,3.525636384,2.327177634,3.58117935,1.53885088,100.5420531,65.96225362,69.04819837,258.4370403,2.570437267,3.917953468,3.74284987,1.524236175,1
case,APR 2022,202217,all_ages,Moderna,"21,322","15,459,956","1,529","1,646,973","6,797","10,051,300","21,656","8,999,296.05",137.9175982,92.83698033,67.62309353,240.6410444,3.558563085,1.744817539,2.592081771,1.485589016,140.5480816,103.5718246,67.5581991,258.4370403,1.838780277,2.495244641,3.825398601,1.357010771,1
case,APR 2022,202217,all_ages,Pfizer,"28,571","17,030,392","1,970","1,791,013","9,656","11,838,192","21,656","8,999,296.05",167.7647819,109.9936181,81.56650948,240.6410444,2.950243254,1.434395477,2.187772786,1.52522287,168.3869682,119.8735508,81.41079685,258.4370403,1.53478053,2.155913783,3.174481154,1.404704934,1
case,APR 2022,202217,all_ages,all_types,"51,972","34,493,112","3,573","3,552,875","18,152","24,371,928","21,656","8,999,296.05",150.6735606,100.5664427,74.47913025,240.6410444,3.230986231,1.597101996,2.392856285,1.498248885,151.9109119,110.1173198,74.22246295,258.4370403,1.701240793,2.346924541,3.481924879,1.379536953,1
case,MAY 2022,202218,50-64,all_types,"34,540","16,271,090","2,103","1,262,452","14,720","14,519,264","16,344","6,147,265.05",212.2783415,166.5805908,101.3825494,265.8743338,2.622486171,1.252479796,1.596070302,1.274328183,,,,,,,,,1
case,MAY 2022,202218,65+,all_types,"31,695","17,374,815","3,811","3,404,253","8,595","9,664,524","11,548","2,814,052.3",182.4192085,111.9482013,88.93350568,410.369061,4.614335822,2.249593474,3.66570482,1.629496557,,,,,,,,,1
case,MAY 2022,202218,all_ages,Janssen,"2,687","1,948,211",152,"135,132","2,149","2,449,859","27,892","8,961,317.35",137.9214058,112.4826096,87.71933405,311.2488813,3.548235798,2.256711925,2.767084462,1.226157593,135.445361,110.0323782,88.2852713,331.956606,2.450852532,3.016899311,3.760045148,1.230959134,1
case,MAY 2022,202218,all_ages,Moderna,"27,309","15,063,453","2,431","2,165,919","8,828","9,963,990","27,892","8,961,317.35",181.293094,112.238731,88.59904516,311.2488813,3.513004917,1.716827015,2.773096938,1.6152454,185.4272575,127.5670376,88.45740291,331.956606,1.790225506,2.602213019,3.752728376,1.453567168,1
case,MAY 2022,202218,all_ages,Pfizer,"36,146","16,598,613","3,320","2,355,155","12,309","11,747,591","27,892","8,961,317.35",217.7651832,140.9673673,104.7789287,311.2488813,2.970529333,1.429286706,2.207949876,1.544791446,218.5872294,155.7100599,103.7998945,331.956606,1.518645929,2.131889271,3.198043769,1.403809295,1
case,MAY 2022,202218,all_ages,all_types,"66,235","33,645,905","5,914","4,666,705","23,315","24,183,788","27,892","8,961,317.35",196.8590234,126.7275305,96.4075603,311.2488813,3.228469638,1.581075004,2.45604787,1.553403769,198.6227612,141.5953716,95.68918529,331.956606,1.67129187,2.344402944,3.469113098,1.402748967,1
case,MAY 2022,202219,50-64,all_types,"42,133","16,077,673","3,086","1,552,817","18,131","14,448,334","20,466","6,127,123.05",262.0590679,198.7355883,125.4885165,334.0229963,2.661781377,1.274609572,1.680740723,1.318631807,,,,,,,,,1
case,MAY 2022,202219,65+,all_types,"38,439","16,807,449","5,564","4,119,252","10,679","9,561,314","14,215","2,797,022.3",228.7021665,135.0730667,111.6896694,508.2190442,4.550277987,2.222187275,3.762549091,1.693173718,,,,,,,,,1
case,MAY 2022,202219,all_ages,Janssen,"3,249","1,932,054",223,"162,273","2,530","2,440,462","34,681","8,924,145.35",168.1630017,137.4227382,103.6688955,388.6198469,3.748663909,2.31097116,2.827915176,1.223691245,165.0591833,134.0904993,105.6248207,413.688676,2.506305118,3.085145316,3.91658583,1.230953603,1
case,MAY 2022,202219,all_ages,Moderna,"33,394","14,705,411","3,604","2,636,430","10,964","9,882,601","34,681","8,924,145.35",227.0864786,136.7000072,110.9424533,388.6198469,3.502895739,1.711329751,2.842866324,1.661203121,231.5795936,157.573,110.7344783,413.688676,1.786377934,2.625377926,3.735861516,1.469665447,1
case,MAY 2022,202219,all_ages,Pfizer,"43,842","16,212,955","4,814","2,861,798","15,273","11,664,373","34,681","8,924,145.35",270.4133824,168.2159258,130.9371708,388.6198469,2.9679872,1.437132451,2.310244081,1.607537343,271.1656932,182.8248245,129.83103,413.688676,1.52559371,2.262759869,3.186362121,1.483199527,1
case,MAY 2022,202219,all_ages,all_types,"80,572","32,885,122","8,650","5,672,069","28,810","24,009,648","34,681","8,924,145.35",245.0104944,152.5016709,119.9934293,388.6198469,3.238676061,1.586135516,2.548298944,1.60660859,246.8038411,169.6205876,119.1778422,413.688676,1.676184107,2.438906042,3.471187835,1.455034702,1
case,MAY 2022,202220,50-64,all_types,"45,199","15,888,780","3,940","1,831,310","19,930","14,384,142","23,987","6,105,526.05",284.4711803,215.1465344,138.5553619,392.8736001,2.835499073,1.38106644,1.826074499,1.322220602,,,,,,,,,1
case,MAY 2022,202220,65+,all_types,"40,808","16,316,063","7,050","4,739,172","11,928","9,473,282","16,387","2,780,220.3",250.1093554,148.7601632,125.9120123,589.4137238,4.681155617,2.356624057,3.962174491,1.681292559,,,,,,,,,1
case,MAY 2022,202220,all_ages,Janssen,"3,512","1,916,576",303,"187,960","2,848","2,431,720","40,374","8,885,746.35",183.2434508,161.2045116,117.1187472,454.3681353,3.87955085,2.47958731,2.818582004,1.136714159,178.9362647,157.3765299,119.0999688,482.757973,2.69793255,3.067534743,4.053384546,1.136994601,1
case,MAY 2022,202220,all_ages,Moderna,"35,761","14,381,725","4,685","3,059,539","12,373","9,812,411","40,374","8,885,746.35",248.6558462,153.1276444,126.0954112,454.3681353,3.603367727,1.827297215,2.967250865,1.623846871,252.6747175,174.0299325,125.8868268,482.757973,1.91059073,2.77399391,3.834856952,1.451903784,1
case,MAY 2022,202220,all_ages,Pfizer,"46,628","15,872,681","5,990","3,310,421","16,601","11,591,218","40,374","8,885,746.35",293.7625975,180.9437531,143.2204968,454.3681353,3.172507746,1.54671881,2.511101531,1.62350229,294.5129163,196.0053534,142.1308446,482.757973,1.639174197,2.46298361,3.396574292,1.50257588,1
case,MAY 2022,202220,all_ages,all_types,"86,007","32,204,843","10,990","6,570,482","31,858","23,857,424","40,374","8,885,746.35",267.0623173,167.2632236,133.5349533,454.3681353,3.40261575,1.701356222,2.716485582,1.596658916,268.7563684,184.7858262,132.7731352,482.757973,1.796266172,2.61252707,3.635961238,1.454420904,1
case,MAY 2022,202221,50-64,all_types,"44,979","15,699,110","4,551","2,109,966","20,228","14,319,404","24,424","6,083,931.05",286.5066873,215.6906794,141.2628626,401.4509665,2.841871947,1.401192308,1.861234652,1.328322059,,,,,,,,,1
case,MAY 2022,202221,65+,all_types,"40,666","15,868,521","7,997","5,308,378","12,238","9,389,164","16,570","2,764,277.3",256.2683693,150.6486539,130.3417429,599.4333492,4.598936119,2.339084417,3.979015635,1.70109963,,,,,,,,,1
case,MAY 2022,202221,all_ages,Janssen,"3,432","1,900,939",285,"213,816","2,777","2,422,643","40,994","8,848,208.35",180.542353,133.2921765,114.6268765,463.3028335,4.041834233,2.566172567,3.475844163,1.354485746,175.5139436,130.5960586,116.1579764,491.9949327,2.803167216,3.767303072,4.235567355,1.343945181,1
case,MAY 2022,202221,all_ages,Moderna,"35,477","14,080,758","5,364","3,456,822","12,600","9,743,551","40,994","8,848,208.35",251.9537656,155.1714262,129.3163037,463.3028335,3.582710148,1.83884068,2.985748373,1.623712378,255.3682727,174.4344105,129.0799506,491.9949327,1.926609471,2.820515351,3.811551914,1.463978764,1
case,MAY 2022,202221,all_ages,Pfizer,"46,639","15,552,828","6,890","3,734,245","17,050","11,520,435","40,994","8,848,208.35",299.8747237,184.5085151,147.9978838,463.3028335,3.130469313,1.544987946,2.51101058,1.625262246,300.40608,200.3074921,147.247315,491.9949327,1.637766229,2.456198356,3.34128288,1.499724633,1
case,MAY 2022,202221,all_ages,all_types,"85,645","31,567,631","12,548","7,418,344","32,466","23,708,568","40,994","8,848,208.35",271.3063898,169.1482627,136.9378361,463.3028335,3.383307686,1.707673873,2.739033946,1.603956111,272.677693,185.9447854,136.2682692,491.9949327,1.804309429,2.645919494,3.610487866,1.46644442,1
case,JUN 2022,202222,50-64,all_types,"42,944","15,496,105","5,166","2,407,592","19,632","14,250,114","24,607","6,067,153.05",277.127704,214.5712396,137.7673189,405.5773737,2.943930222,1.463503532,1.890175843,1.291541702,,,,,,,,,1
case,JUN 2022,202222,65+,all_types,"40,419","15,431,569","9,065","5,867,542","12,408","9,304,062","17,393","2,752,668.3",261.9241115,154.4939942,133.3611061,631.8596396,4.737960398,2.41237676,4.089865387,1.695367595,,,,,,,,,1
case,JUN 2022,202222,all_ages,Janssen,"3,244","1,883,915",362,"241,176","2,608","2,413,292","42,000","8,819,821.35",172.1946054,150.0978538,108.0681492,476.2001217,4.406479847,2.765476425,3.172597805,1.147215639,168.8374315,147.0463608,108.4430277,509.0638232,3.01511234,3.461927385,4.6942974,1.14819184,1
case,JUN 2022,202222,all_ages,Moderna,"35,213","13,779,336","6,078","3,857,508","12,534","9,672,230","42,000","8,819,821.35",255.549324,157.5628618,129.5874891,476.2001217,3.674738394,1.863437219,3.022286573,1.621888058,257.3683141,173.2730409,129.4534451,509.0638232,1.977958417,2.937928604,3.932408464,1.485333857,1
case,JUN 2022,202222,all_ages,Pfizer,"44,829","15,232,014","7,777","4,162,133","16,854","11,446,866","42,000","8,819,821.35",294.3077652,186.8513092,147.236807,476.2001217,3.234246459,1.618034513,2.548551165,1.575090731,294.5216681,201.6424315,147.0524038,509.0638232,1.728442686,2.524586812,3.461785119,1.460613552,1
case,JUN 2022,202222,all_ages,all_types,"83,363","30,927,674","14,231","8,275,134","32,040","23,554,176","42,000","8,819,821.35",269.5417703,171.973046,136.0268345,476.2001217,3.500780736,1.766702509,2.769039293,1.567348934,270.1745926,187.0959057,135.7522104,509.0638232,1.884203167,2.720870995,3.749948686,1.444043319,1
case,JUN 2022,202223,50-64,all_types,"42,690","15,281,161","5,803","2,717,431","19,820","14,181,308","25,184","6,048,153.05",279.3635902,213.5472805,139.7614381,416.3915792,2.979302338,1.49050053,1.949880037,1.30820486,,,,,,,,,1
case,JUN 2022,202223,65+,all_types,"40,403","15,018,818","9,763","6,393,964","12,499","9,225,976","17,904","2,738,918.3",269.015844,152.6908816,135.4761816,653.6887208,4.825119169,2.429926473,4.281124806,1.761833066,,,,,,,,,1
case,JUN 2022,202223,all_ages,Janssen,"3,417","1,866,511",384,"268,893","2,703","2,403,953","43,088","8,787,071.35",183.0688381,142.8077339,112.4398023,490.3567785,4.361060484,2.678537668,3.433685033,1.281925236,177.4987641,138.4838152,114.6378562,524.9154998,2.957291013,3.790446551,4.578901918,1.281729304,1
case,JUN 2022,202223,all_ages,Moderna,"35,212","13,487,959","6,672","4,241,789","12,716","9,606,261","43,088","8,787,071.35",261.062478,157.2921237,132.372002,490.3567785,3.704384396,1.878311974,3.117490991,1.659730137,262.7819192,174.2841973,132.2557324,524.9154998,1.997532789,3.011836459,3.968943276,1.507778233,1
case,JUN 2022,202223,all_ages,Pfizer,"44,373","14,913,874","8,499","4,585,494","16,857","11,375,398","43,088","8,787,071.35",297.5283283,185.3453521,148.1882216,490.3567785,3.30901318,1.648101145,2.645638388,1.605264577,297.5161108,198.7395222,147.7174382,524.9154998,1.764326303,2.641223518,3.553510717,1.497015327,1
case,JUN 2022,202223,all_ages,all_types,"83,093","30,299,979","15,566","9,111,395","32,319","23,407,284","43,088","8,787,071.35",274.2345135,170.8410183,138.0724052,490.3567785,3.551446634,1.788092871,2.870252024,1.605202991,274.6312197,185.7156136,137.801647,524.9154998,1.911346788,2.826447866,3.80921064,1.478772917,1
case,JUN 2022,202224,50-64,all_types,"41,256","15,126,741","6,275","2,943,545","19,448","14,129,041","25,896","6,031,545.05",272.7355483,213.1783275,137.6455769,429.342727,3.119190145,1.574208899,2.01400739,1.279377465,,,,,,,,,1
case,JUN 2022,202224,65+,all_types,"40,470","14,754,285","10,562","6,736,824","12,610","9,171,055","18,510","2,728,141.3",274.2931969,156.7801088,137.4978124,678.4839187,4.934507006,2.473571807,4.327614796,1.749540799,,,,,,,,,1
case,JUN 2022,202224,all_ages,Janssen,"3,280","1,854,418",421,"288,554","2,625","2,397,106","44,406","8,759,686.35",176.8749009,145.8999009,109.5070472,506.935959,4.629254205,2.866070632,3.474546287,1.212303092,171.7138033,142.6407677,113.156601,543.2833279,3.163888502,3.808752131,4.801163372,1.20381996,1
