outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
death,JUN 2022,202223,65+,all_types,463,"13,380,177",67,"5,760,258",243,"8,461,151",364,"2,574,111",3.460342864,1.163142345,2.871949691,14.14080434,4.923764641,4.086532721,12.15741512,2.974995174,,,,,,,,,1
death,JUN 2022,202223,all_ages,Janssen,15,"1,636,518",0,"246,491",27,"2,140,443",429,"8,293,087.05",0.916580203,0,1.261421117,5.172983202,4.10091692,5.643786749,,,1.173351413,0,1.777824204,7.083839785,6.037270426,,3.984555823,,1
death,JUN 2022,202223,all_ages,Moderna,204,"11,988,135",21,"3,832,047",112,"8,827,615",429,"8,293,087.05",1.701682539,0.54800998,1.268745862,5.172983202,4.077241438,3.039922597,9.439578457,3.105203556,1.467541726,0.339905371,1.296979753,7.083839785,4.827010817,20.84062328,5.461796739,4.317500845,1
death,JUN 2022,202223,all_ages,Pfizer,273,"13,205,434",47,"4,135,624",140,"10,351,724",429,"8,293,087.05",2.067330767,1.136466952,1.35243173,5.172983202,3.824949597,2.502252317,4.551811379,1.819085689,1.99315173,0.78639994,1.591939169,7.083839785,3.554089575,9.007935303,4.449818136,2.534526807,1
death,JUN 2022,202223,all_ages,all_types,493,"26,861,702",68,"8,229,378",279,"21,341,415",429,"8,293,087.05",1.835326741,0.826307894,1.307317251,5.172983202,3.956945566,2.81856254,6.260357964,2.221117281,1.703288368,0.553922038,1.465112539,7.083839785,4.15891984,12.78851408,4.835014101,3.074960465,1
death,JUN 2022,202224,50-64,all_types,41,"13,340,975",3,"2,677,540",32,"12,830,633",75,"5,703,659.05",0.307323865,0.112043144,0.249403128,1.31494536,5.272369163,4.278695895,11.73606266,2.742906472,,,,,,,,,1
death,JUN 2022,202224,65+,all_types,443,"13,142,946",66,"6,072,070",268,"8,408,433",391,"2,563,334",3.370629386,1.086943991,3.187276393,15.25357211,4.785770114,4.525437347,14.03344812,3.101014784,,,,,,,,,1
death,JUN 2022,202224,all_ages,Janssen,19,"1,625,368",2,"264,531",29,"2,134,202",466,"8,266,993.05",1.168966043,0.756055056,1.358821705,5.63687422,4.148354563,4.82210262,7.455639871,1.546138782,1.547549449,0.86633412,1.966885572,7.689545624,4.968852936,8.875958413,3.909503294,1.786319404,1
death,JUN 2022,202224,all_ages,Moderna,221,"11,810,579",34,"4,073,714",128,"8,780,942",466,"8,266,993.05",1.871203774,0.83461922,1.457702374,5.63687422,3.866958249,3.012432049,6.753827478,2.241985003,1.63840221,0.590266301,1.497123074,7.689545624,4.693319855,13.02724823,5.136214756,2.775700065,1
death,JUN 2022,202224,all_ages,Pfizer,243,"13,016,885",33,"4,395,535",142,"10,302,368",466,"8,266,993.05",1.866806075,0.750761853,1.378323896,5.63687422,4.089658633,3.019528538,7.508205432,2.486548922,1.80852978,0.530401583,1.61502381,7.689545624,4.251821402,14.49759177,4.761258364,3.409736769,1
death,JUN 2022,202224,all_ages,all_types,484,"26,483,921",69,"8,749,610",300,"21,239,066",466,"8,266,993.05",1.827523953,0.788606578,1.412491491,5.63687422,3.990731453,3.08443247,7.147891456,2.317408965,1.708275948,0.557897912,1.592990845,7.689545624,4.501348644,13.78306937,4.827112251,3.06198663,1
death,JUN 2022,202225,50-64,all_types,54,"13,201,935",6,"2,888,417",38,"12,777,827",72,"5,689,090.05",0.409030949,0.207726239,0.297390159,1.265580249,4.255622493,3.094094107,6.092539175,1.969086577,,,,,,,,,1
death,JUN 2022,202225,65+,all_types,452,"12,905,220",67,"6,387,159",265,"8,353,128",388,"2,553,191",3.502458695,1.048979679,3.172464255,15.19666958,4.790178346,4.338857615,14.48709625,3.338919489,,,,,,,,,1
death,JUN 2022,202225,all_ages,Janssen,25,"1,613,903",4,"283,312",28,"2,127,676",460,"8,242,281.05",1.549039812,1.411871011,1.315989841,5.580979309,4.240898476,3.6028637,3.952896025,1.097153918,1.930850115,1.448017396,1.826994877,7.6367334,3.95511456,5.273923795,4.179942426,1.333444004,1
death,JUN 2022,202225,all_ages,Moderna,230,"11,633,560",29,"4,317,474",125,"8,731,696",460,"8,242,281.05",1.977038843,0.671689048,1.431566101,5.580979309,3.898513177,2.822898159,8.30887347,2.943384069,1.727743742,0.422755006,1.469959417,7.6367334,4.420061387,18.06420571,5.19520016,4.086867608,1
death,JUN 2022,202225,all_ages,Pfizer,251,"12,829,058",40,"4,658,402",149,"10,250,129",460,"8,242,281.05",1.956495948,0.85866355,1.453640242,5.580979309,3.839312608,2.852538138,6.499611294,2.27853616,1.907503879,0.668463564,1.705009963,7.6367334,4.003521819,11.42430763,4.478996349,2.853564473,1
death,JUN 2022,202225,all_ages,all_types,506,"26,107,155",73,"9,275,576",303,"21,130,955",460,"8,242,281.05",1.938165993,0.787013119,1.433915315,5.580979309,3.89212616,2.87951565,7.091342156,2.462685749,1.823758934,0.592459578,1.612257716,7.6367334,4.187359009,12.88988091,4.736670401,3.078284161,1
death,JUN 2022,202226,50-64,all_types,41,"13,090,408",1,"3,063,689",38,"12,731,122",76,"5,675,477.05",0.313206433,0.0326404,0.298481155,1.339094482,4.4863619,4.275437346,41.02569034,9.595671044,,,,,,,,,1
death,JUN 2022,202226,65+,all_types,497,"12,717,905",98,"6,642,380",298,"8,303,967",477,"2,543,694",3.907876337,1.47537479,3.588646246,18.75225558,5.225439983,4.798579577,12.71016402,2.648734655,,,,,,,,,1
death,JUN 2022,202226,all_ages,Janssen,12,"1,604,819",2,"299,099",30,"2,121,646",553,"8,219,171.05",0.747747877,0.66867492,1.413996491,6.728172423,4.758266703,8.997915783,10.06194822,1.118253211,0.979518064,0.770862501,2.054831306,9.302715529,9.497237332,12.06793107,4.52724051,1.270678056,1
death,JUN 2022,202226,all_ages,Moderna,254,"11,493,776",39,"4,515,757",154,"8,688,205",553,"8,219,171.05",2.209891684,0.863642574,1.772518029,6.728172423,3.795827356,3.044571131,7.790459415,2.558803549,1.91626382,0.546572479,1.82194604,9.302715529,4.854611057,17.02009501,5.105922636,3.505964703,1
death,JUN 2022,202226,all_ages,Pfizer,272,"12,679,503",58,"4,874,334",152,"10,203,849",553,"8,219,171.05",2.145194492,1.189906149,1.489633961,6.728172423,4.516661543,3.136392736,5.654372345,1.802826629,2.093620692,0.83617557,1.754068512,9.302715529,4.443362431,11.12531371,5.303507513,2.503805144,1
death,JUN 2022,202226,all_ages,all_types,538,"25,808,313",99,"9,706,069",336,"21,035,089",553,"8,219,171.05",2.08459964,1.019980385,1.597331012,6.728172423,4.212134099,3.227560963,6.596374322,2.043764439,1.957169223,0.692451091,1.803183708,9.302715529,4.753148281,13.43447307,5.159050342,2.826436769,1
death,JUL 2022,202227,50-64,all_types,42,"12,998,362",3,"3,214,300",54,"12,688,129",90,"5,662,756.05",0.323117636,0.093332919,0.425594664,1.589332106,3.734379775,4.918741442,17.02863396,3.461990057,,,,,,,,,1
death,JUL 2022,202227,65+,all_types,505,"12,562,977",103,"6,857,139",298,"8,260,183",492,"2,535,438",4.019747867,1.502084178,3.607668256,19.40493122,5.378801442,4.827400091,12.91867094,2.67611358,,,,,,,,,1
death,JUL 2022,202227,all_ages,Janssen,21,"1,597,345",4,"312,742",33,"2,116,089",582,"8,198,194.05",1.31468155,1.279009535,1.559480721,7.099124471,4.552236122,5.399881418,5.550485963,1.027890343,1.647817654,1.477091736,2.170491402,9.73700152,5.909028524,6.592008665,4.48608159,1.115582475,1
death,JUL 2022,202227,all_ages,Moderna,261,"11,378,625",50,"4,683,048",166,"8,649,101",582,"8,198,194.05",2.293774511,1.067680707,1.919274616,7.099124471,3.698858106,3.094953072,6.649108131,2.148371228,2.020045816,0.734240139,1.968851908,9.73700152,4.820188455,13.26133101,4.945522554,2.751205919,1
death,JUL 2022,202227,all_ages,Pfizer,263,"12,555,490",52,"5,058,357",153,"10,161,801",582,"8,198,194.05",2.094701202,1.02800178,1.505638617,7.099124471,4.7150255,3.389086932,6.905751147,2.037643556,2.044450445,0.727821844,1.761243694,9.73700152,4.762649808,13.37827602,5.528480557,2.808998469,1
death,JUL 2022,202227,all_ages,all_types,547,"25,561,339",106,"10,071,439",352,"20,948,312",582,"8,198,194.05",2.139950493,1.05248118,1.680326319,7.099124471,4.224848703,3.317424629,6.745131987,2.033243477,2.013710294,0.737601993,1.88086336,9.73700152,4.835353698,13.2008883,5.17687873,2.730077079,1
death,JUL 2022,202228,50-64,all_types,62,"12,919,864",11,"3,347,698",50,"12,647,150",93,"5,645,251.05",0.479881212,0.328584,0.395345987,1.647402377,4.166988995,3.43293785,5.013641494,1.460452159,,,,,,,,,1
death,JUL 2022,202228,65+,all_types,582,"12,436,089",115,"7,038,192",340,"8,220,228",518,"2,522,688",4.67992791,1.633942353,4.136138316,20.53365299,4.964450273,4.387600277,12.56693845,2.864194015,,,,,,,,,1
death,JUL 2022,202228,all_ages,Janssen,18,"1,591,331",1,"324,731",23,"2,110,715",611,"8,167,939.05",1.131128596,0.307947193,1.089678142,7.480467181,6.864840994,6.6132774,24.29139588,3.673125201,1.433022627,0.276299763,1.512774606,10.28471654,7.17693939,37.22303785,6.798578251,5.186477943,1
death,JUL 2022,202228,all_ages,Moderna,306,"11,282,653",61,"4,827,461",192,"8,611,845",611,"8,167,939.05",2.712128078,1.263604201,2.229487409,7.480467181,3.355240828,2.758154101,5.919944849,2.146343037,2.405902699,1.017946045,2.292331768,10.28471654,4.274784903,10.10340045,4.486574186,2.363487446,1
death,JUL 2022,202228,all_ages,Pfizer,319,"12,452,352",64,"5,216,090",173,"10,123,542",611,"8,167,939.05",2.561765038,1.226972694,1.708888055,7.480467181,4.377388652,2.920044215,6.096685947,2.087874531,2.50844157,0.885745547,2.014210775,10.28471654,4.100042297,11.61136691,5.106077608,2.832011493,1
death,JUL 2022,202228,all_ages,all_types,644,"25,355,953",126,"10,385,890",390,"20,867,378",611,"8,167,939.05",2.539837489,1.213184426,1.868945873,7.480467181,4.002506059,2.945254259,6.165976928,2.093529586,2.40070306,0.92556804,2.10613545,10.28471654,4.284043581,11.11178875,4.883217048,2.593761838,1
death,JUL 2022,202229,50-64,all_types,43,"12,853,731",4,"3,464,475",54,"12,609,197",104,"5,627,307.05",0.334533218,0.115457609,0.428258834,1.848130892,4.315453056,5.524506359,16.00700818,2.89745493,,,,,,,,,1
death,JUL 2022,202229,65+,all_types,589,"12,333,797",137,"7,188,226",315,"8,184,155",528,"2,509,757",4.775496143,1.905894445,3.848900711,21.03789331,5.465948563,4.405383793,11.03833078,2.50564566,,,,,,,,,1
death,JUL 2022,202229,all_ages,Janssen,19,"1,586,121",2,"334,929",33,"2,106,287",632,"8,137,064.05",1.197890955,0.597141484,1.566738056,7.766929154,4.957388457,6.483836546,13.00684907,2.006042099,1.625359712,0.69336545,2.107053961,10.62425115,6.536553768,15.32272938,5.042230216,2.344160229,1
death,JUL 2022,202229,all_ages,Moderna,296,"11,203,596",60,"4,950,328",162,"8,577,684",632,"8,137,064.05",2.642008869,1.212040899,1.888621684,7.766929154,4.112485428,2.939781635,6.408141144,2.179801747,2.32970827,0.802150423,1.945658609,10.62425115,4.560335424,13.24471178,5.460490913,2.90432842,1
death,JUL 2022,202229,all_ages,Pfizer,315,"12,368,382",78,"5,349,592",174,"10,088,159",632,"8,137,064.05",2.546816552,1.458055119,1.724794385,7.766929154,4.503104382,3.049661801,5.326910522,1.746721725,2.494167195,1.065751235,2.010083434,10.62425115,4.259638717,9.968790839,5.285477693,2.340290222,1
death,JUL 2022,202229,all_ages,all_types,632,"25,187,528",141,"10,652,701",369,"20,793,352",632,"8,137,064.05",2.509178352,1.323607975,1.774605653,7.766929154,4.376707097,3.095407366,5.867998154,1.895711116,2.365534116,0.934284265,1.992632786,10.62425115,4.491269469,11.37154028,5.331765705,2.531921177,1
death,JUL 2022,202230,50-64,all_types,51,"12,748,058",6,"3,646,337",32,"12,550,370",89,"5,612,165.05",0.400060935,0.164548696,0.254972563,1.585840744,6.219652532,3.963997997,9.637516303,2.431261648,,,,,,,,,1
death,JUL 2022,202230,65+,all_types,570,"12,170,016",126,"7,428,816",273,"8,125,089",494,"2,499,098",4.683642158,1.696098005,3.359963195,19.76713198,5.883139437,4.220461623,11.65447511,2.761421889,,,,,,,,,1
death,JUL 2022,202230,all_ages,Janssen,26,"1,576,998",1,"351,437",29,"2,099,508",583,"8,111,263.05",1.648702154,0.284546021,1.381275994,7.187536595,5.203548476,4.359511859,25.25966298,5.79414939,2.067234562,0.331737596,2.006746187,9.900753399,4.789371067,29.84513515,4.93373475,6.231535358,1
death,JUL 2022,202230,all_ages,Moderna,283,"11,077,811",58,"5,145,790",147,"8,522,849",583,"8,111,263.05",2.554656331,1.127134998,1.724775366,7.187536595,4.167230549,2.813504309,6.376819644,2.26650431,2.254376166,0.750143042,1.778648744,9.900753399,4.391792971,13.19848728,5.566446683,3.005261716,1
death,JUL 2022,202230,all_ages,Pfizer,312,"12,234,155",73,"5,559,668",128,"10,031,962",583,"8,111,263.05",2.55023743,1.313028044,1.275921898,7.187536595,5.633210468,2.818379384,5.474016055,1.942256634,2.505240397,0.998219139,1.519473204,9.900753399,3.952017303,9.918416716,6.515911811,2.50970984,1
death,JUL 2022,202230,all_ages,all_types,621,"24,918,074",132,"11,075,153",305,"20,675,459",583,"8,111,263.05",2.492166931,1.191857124,1.475178858,7.187536595,4.87231535,2.884051026,6.030535415,2.090994701,2.359085916,0.864977426,1.674988642,9.900753399,4.196860035,11.4462564,5.910937632,2.727338129,1
death,AUG 2022,202231,50-64,all_types,36,"12,612,282",5,"3,870,493",41,"12,484,060",76,"5,598,741.05",0.285436054,0.12918251,0.3284188,1.357448028,4.133283569,4.75569926,10.50798618,2.209556494,,,,,,,,,1
death,AUG 2022,202231,65+,all_types,489,"11,958,654",114,"7,732,749",315,"8,054,979",479,"2,490,275",4.089088956,1.474249326,3.91062472,19.23482346,4.91860632,4.703938621,13.04719841,2.77367531,,,,,,,,,1
death,AUG 2022,202231,all_ages,Janssen,22,"1,565,628",2,"371,509",29,"2,091,394",555,"8,089,016.05",1.405186928,0.538344966,1.386634943,6.861155876,4.948062149,4.882735342,12.74490579,2.610197953,1.875222679,0.554347957,1.978738585,9.533369821,5.083860133,17.19744738,4.817902625,3.382753839,1
death,AUG 2022,202231,all_ages,Moderna,249,"10,919,069",58,"5,386,563",145,"8,459,533",555,"8,089,016.05",2.2804142,1.076753395,1.714042607,6.861155876,4.00290859,3.008732306,6.372077306,2.117861165,2.005741087,0.764467725,1.772064476,9.533369821,4.753041098,12.47059819,5.379809792,2.623709312,1
death,AUG 2022,202231,all_ages,Pfizer,251,"12,057,621",59,"5,826,314",181,"9,967,069",555,"8,089,016.05",2.081671003,1.012647104,1.815980204,6.861155876,3.77821072,3.295984748,6.775465853,2.055672696,2.051388161,0.729709196,2.148089178,9.533369821,4.647277391,13.06461515,4.438069853,2.811240657,1
death,AUG 2022,202231,all_ages,all_types,525,"24,570,936",119,"11,603,242",356,"20,539,039",555,"8,089,016.05",2.13667074,1.025575438,1.7332846,6.861155876,3.958470453,3.211143274,6.690054792,2.083387199,2.02497376,0.744326558,1.966681394,9.533369821,4.707897954,12.80804738,4.847439881,2.720544818,1
death,AUG 2022,202232,50-64,all_types,50,"12,506,905",8,"4,042,114",36,"12,434,337",81,"5,587,091.05",0.399779162,0.197916239,0.289520865,1.449770538,5.007482069,3.626428479,7.325172238,2.019941184,,,,,,,,,1
death,AUG 2022,202232,65+,all_types,428,"11,784,240",103,"7,976,140",231,"8,004,045",456,"2,482,518",3.631969478,1.291351456,2.886040746,18.36844688,6.364583349,5.057434262,14.22420426,2.812533692,,,,,,,,,1
death,AUG 2022,202232,all_ages,Janssen,20,"1,556,028",3,"388,008",24,"2,085,051",537,"8,069,609.05",1.285323914,0.773179934,1.151050981,6.654597474,5.781322966,5.177369999,8.606790189,1.662386538,1.539543775,0.831627535,1.687504861,9.187247164,5.967512788,11.04730998,5.444278932,1.851241945,1
death,AUG 2022,202232,all_ages,Moderna,236,"10,788,355",50,"5,578,407",113,"8,412,974",537,"8,069,609.05",2.187543884,0.896313231,1.343163547,6.654597474,4.954420843,3.042040675,7.424410626,2.440602023,1.966165267,0.625336786,1.388358901,9.187247164,4.672672903,14.69167874,6.61734308,3.144170166,1
death,AUG 2022,202232,all_ages,Pfizer,221,"11,918,598",58,"6,032,447",130,"9,919,383",537,"8,069,609.05",1.854244937,0.961467212,1.310565385,6.654597474,5.077653927,3.588844893,6.921294236,1.928557639,1.832476462,0.749979965,1.536693109,9.187247164,5.013568989,12.24999012,5.978582911,2.44336722,1
death,AUG 2022,202232,all_ages,all_types,478,"24,291,145",111,"12,018,254",267,"20,438,382",537,"8,069,609.05",1.96779526,0.923595058,1.306365641,6.654597474,5.093977724,3.381752974,7.205102947,2.130582276,1.877967912,0.697980739,1.476996261,9.187247164,4.892121483,13.16260843,6.220223712,2.690572684,1
death,AUG 2022,202233,50-64,all_types,25,"12,438,146",6,"4,160,026",25,"12,398,240",55,"5,577,011.05",0.200994586,0.144229868,0.201641523,0.98619134,4.890814767,4.906556748,6.837636025,1.393571169,,,,,,,,,1
death,AUG 2022,202233,65+,all_types,391,"11,674,261",102,"8,133,519",216,"7,969,416",382,"2,475,943",3.349248402,1.254069733,2.710361713,15.42846503,5.692400745,4.606545464,12.30271701,2.670703482,,,,,,,,,1
death,AUG 2022,202233,all_ages,Janssen,15,"1,549,725",5,"399,741",17,"2,080,140",437,"8,052,954.05",0.967913662,1.250809899,0.817252685,5.426580076,6.640027223,5.606471205,4.338453092,0.77382955,1.247925362,1.39093511,1.242374306,7.5911262,6.082996976,5.457570338,6.110176428,0.897184457,1
death,AUG 2022,202233,all_ages,Moderna,199,"10,704,492",52,"5,705,033",115,"8,380,550",437,"8,052,954.05",1.859032638,0.911475885,1.372224973,5.426580076,3.95458484,2.919034322,5.953618925,2.039585105,1.639402294,0.655849725,1.420491479,7.5911262,4.630423068,11.57449018,5.344013895,2.499661481,1
death,AUG 2022,202233,all_ages,Pfizer,201,"11,830,280",51,"6,169,067",109,"9,886,028",437,"8,052,954.05",1.699029947,0.826705238,1.102566167,5.426580076,4.921772713,3.193928445,6.564105112,2.05518227,1.681771543,0.614678282,1.311277725,7.5911262,4.513767777,12.34975502,5.789106347,2.736019138,1
death,AUG 2022,202233,all_ages,all_types,416,"24,112,407",108,"12,293,545",241,"20,367,656",437,"8,052,954.05",1.725252896,0.87850982,1.183248578,5.426580076,4.586170798,3.14538239,6.177028367,1.963840195,1.640796366,0.651796763,1.348963184,7.5911262,4.626488915,11.64646196,5.627378339,2.517343534,1
death,AUG 2022,202234,50-64,all_types,23,"12,386,547",5,"4,251,763",28,"12,369,052",45,"5,567,785.05",0.185685325,0.117598276,0.226371431,0.808220856,3.570330642,4.352637227,6.872727064,1.578979985,,,,,,,,,1
death,AUG 2022,202234,65+,all_types,298,"11,592,472",84,"8,252,745",156,"7,941,855",319,"2,470,224",2.57063377,1.017843154,1.964276608,12.91380863,6.574333052,5.023589427,12.68742495,2.525569642,,,,,,,,,1
death,AUG 2022,202234,all_ages,Janssen,9,"1,544,962",0,"408,992",18,"2,076,168",364,"8,038,009.05",0.5825386,0,0.866981863,4.528484575,5.223274869,7.773707318,,,0.687955487,0,1.205042015,6.34451108,9.222269756,,5.264970849,,1
death,AUG 2022,202234,all_ages,Moderna,157,"10,641,418",45,"5,802,388",92,"8,354,411",364,"8,038,009.05",1.475367287,0.775542759,1.101214676,4.528484575,4.11226319,3.069394731,5.839116569,1.902367431,1.301243994,0.566711717,1.131764144,6.34451108,4.875727467,11.19530599,5.605859766,2.296130386,1
death,AUG 2022,202234,all_ages,Pfizer,154,"11,764,950",44,"6,273,163",74,"9,859,406",364,"8,038,009.05",1.308972839,0.701400553,0.750552315,4.528484575,6.033536215,3.459571078,6.456345883,1.866227268,1.297902336,0.526042197,0.904833231,6.34451108,4.888280809,12.06084059,7.011801583,2.467297003,1
death,AUG 2022,202234,all_ages,all_types,321,"23,979,019",89,"12,504,508",184,"20,310,907",364,"8,038,009.05",1.338670277,0.711743317,0.9059172,4.528484575,4.998784188,3.382822981,6.362524899,1.880832942,1.276402026,0.529310372,1.021173602,6.34451108,4.970621286,11.9863721,6.212960331,2.411443442,1
death,AUG 2022,202235,50-64,all_types,18,"12,342,873",1,"4,329,807",23,"12,344,457",58,"5,561,003.05",0.145833146,0.0230957,0.186318442,1.04297731,5.597821109,7.151853597,45.15890456,6.314293763,,,,,,,,,1
death,AUG 2022,202235,65+,all_types,300,"11,525,730",87,"8,351,910",160,"7,918,274",264,"2,466,793",2.602872009,1.041677892,2.020642377,10.70215458,5.296412022,4.11167147,10.27395768,2.498730202,,,,,,,,,1
death,AUG 2022,202235,all_ages,Janssen,12,"1,540,926",2,"416,990",18,"2,072,640",322,"8,027,796.05",0.778752516,0.479627809,0.868457619,4.011063535,4.618605958,5.15062674,8.362866917,1.623660059,1.061989644,0.559785369,1.130167739,5.460442178,5.141709439,9.754528226,4.831532513,1.897137196,1
death,AUG 2022,202235,all_ages,Moderna,164,"10,589,117",43,"5,883,855",70,"8,332,495",322,"8,027,796.05",1.54875992,0.730813387,0.840084513,4.011063535,4.774595264,2.589854943,5.488492147,2.119227628,1.371417027,0.498339872,0.869800492,5.460442178,3.981605939,10.95726528,6.277809945,2.751971301,1
death,AUG 2022,202235,all_ages,Pfizer,142,"11,711,013",43,"6,360,711",92,"9,836,658",322,"8,027,796.05",1.212533877,0.676025054,0.935277002,4.011063535,4.288636979,3.308001211,5.933306034,1.793622691,1.203163302,0.483568623,1.117770746,5.460442178,4.53840486,11.29196958,4.885118169,2.488092167,1
death,AUG 2022,202235,all_ages,all_types,318,"23,868,603",88,"12,681,717",183,"20,262,731",322,"8,027,796.05",1.332294144,0.693912346,0.90313591,4.011063535,4.441262373,3.010644123,5.780360525,1.919974692,1.269519207,0.488927418,1.025216137,5.460442178,4.301189102,11.16820612,5.326137565,2.596539201,1
